"","add_to_cart_order","reordered","order_number","order_dow","order_hour_of_day","days_since_prior_order","aisle_id","department_id"
"732",10,0,10,5,10,8,84,16
"733",2,1,17,4,15,19,84,16
"734",7,1,21,1,15,7,3,19
"735",7,0,7,4,19,30,115,7
"736",1,1,11,5,2,25,31,7
"737",2,0,28,6,0,3,121,14
"738",8,0,4,3,19,6,121,14
"739",11,1,5,2,11,30,121,14
"740",8,1,7,6,8,30,123,4
"741",13,0,5,5,15,30,123,4
"742",6,0,4,2,12,7,123,4
"743",6,0,7,0,22,6,123,4
"744",7,0,7,0,16,15,123,4
"745",5,0,6,2,12,30,123,4
"746",3,1,13,1,12,30,123,4
"747",9,1,48,1,14,7,123,4
"748",3,1,19,3,10,15,123,4
"749",5,1,46,0,14,1,123,4
"750",7,0,5,3,9,30,123,4
"751",1,1,19,0,12,9,123,4
"752",4,1,7,3,11,12,123,4
"753",8,0,4,6,11,14,17,13
"754",1,0,4,4,9,30,27,5
"755",22,0,9,0,18,30,127,11
"756",13,1,8,5,15,9,21,16
"757",13,0,6,0,13,30,21,16
"758",7,1,34,1,10,11,21,16
"759",10,1,40,0,13,6,85,17
"760",9,1,5,0,8,7,117,19
"761",9,1,42,2,13,7,96,20
"762",7,0,30,2,8,8,123,4
"763",33,0,14,2,11,24,123,4
"764",11,1,17,0,15,30,121,14
"765",27,1,6,1,16,30,121,14
"766",11,1,29,0,19,5,121,14
"767",4,0,7,3,14,16,121,14
"768",6,1,12,2,21,9,121,14
"769",16,0,11,6,17,27,121,14
"770",5,1,24,2,15,19,121,14
"771",20,1,63,0,11,8,121,14
"772",4,1,67,5,12,1,121,14
"773",18,0,6,0,0,1,121,14
"774",22,1,37,6,12,15,121,14
"775",26,0,7,1,16,30,121,14
"776",6,1,25,3,17,30,121,14
"777",34,0,8,0,15,20,121,14
"778",6,0,6,3,14,7,121,14
"779",4,0,15,6,14,20,121,14
"780",21,0,27,0,7,6,121,14
"781",11,1,10,5,9,13,121,14
"782",11,0,7,2,17,14,121,14
"783",3,0,8,4,15,23,121,14
"784",22,0,4,5,16,7,116,1
"785",6,0,16,6,5,30,127,11
"786",2,1,4,6,11,30,40,8
"787",4,0,10,3,13,30,74,17
"788",11,0,7,0,14,19,34,1
"789",10,0,5,2,15,16,90,7
"790",7,1,12,0,19,6,3,19
"791",2,0,4,3,7,30,4,9
"792",10,1,10,6,13,7,4,9
"793",10,0,8,0,13,30,123,4
"794",3,0,28,5,14,8,123,4
"795",3,0,4,5,9,30,123,4
"796",10,0,7,1,14,30,123,4
"797",16,1,5,6,10,30,123,4
"798",4,1,18,6,11,30,89,13
"799",4,0,11,0,14,6,17,13
"800",4,0,7,0,10,30,17,13
"801",10,0,37,6,20,8,17,13
"802",10,0,5,1,9,30,17,13
"803",8,0,11,5,20,17,17,13
"804",3,1,38,6,17,26,17,13
"805",1,0,10,0,12,30,17,13
"806",25,0,4,6,16,23,17,13
"807",1,0,18,0,22,4,17,13
"808",2,0,8,3,20,3,20,11
"809",15,0,32,0,10,7,20,11
"810",13,1,51,5,15,4,20,11
"811",12,0,15,0,14,30,96,20
"812",4,0,4,5,12,30,81,15
"813",20,1,6,1,15,11,81,15
"814",11,1,8,0,15,21,81,15
"815",28,0,22,5,9,8,81,15
"816",6,1,6,2,8,29,3,19
"817",15,1,58,0,23,5,111,17
"818",4,1,5,1,16,30,120,16
"819",13,0,7,2,15,30,21,16
"820",3,0,96,5,12,1,21,16
"821",1,1,14,6,15,30,131,9
"822",6,1,22,5,13,26,131,9
"823",10,1,7,0,15,30,131,9
"824",5,1,9,0,14,30,131,9
"825",6,1,4,0,18,30,131,9
"826",9,0,17,5,17,6,131,9
"827",5,1,10,6,16,0,131,9
"828",4,0,5,1,14,30,131,9
"829",4,1,9,2,15,14,131,9
"830",4,1,7,6,21,6,131,9
"831",31,0,8,0,15,20,131,9
"832",36,0,4,3,7,12,5,13
"833",1,1,11,5,10,11,111,17
"834",1,0,14,0,12,14,111,17
"835",10,0,27,6,11,30,59,15
"836",3,1,21,0,16,30,59,15
"837",2,1,24,1,19,30,59,15
"838",16,0,5,6,19,8,59,15
"839",13,0,6,0,11,13,59,15
"840",1,0,6,6,10,5,59,15
"841",9,0,8,6,17,6,59,15
"842",1,1,4,6,17,30,59,15
"843",2,0,5,2,9,30,59,15
"844",12,1,6,6,20,30,59,15
"845",30,0,5,6,12,8,59,15
"846",2,0,6,1,17,16,59,15
"847",13,0,8,6,9,30,59,15
"848",11,1,12,2,17,30,91,16
"849",17,1,13,4,14,30,91,16
"850",2,1,9,0,21,30,91,16
"851",1,1,26,3,8,7,91,16
"852",2,1,37,1,11,7,91,16
"853",14,1,68,5,12,4,91,16
"854",6,0,4,1,12,20,91,16
"855",2,1,14,4,18,8,91,16
"856",5,1,7,3,14,23,91,16
"857",12,1,4,0,17,4,91,16
"858",4,1,6,1,18,30,91,16
"859",2,0,11,1,13,24,91,16
"860",10,0,5,2,6,30,91,16
"861",6,1,7,5,12,30,91,16
"862",25,1,17,1,11,30,91,16
"863",12,1,12,0,13,7,91,16
"864",3,1,4,2,8,15,91,16
"865",11,0,6,1,12,30,91,16
"866",5,1,18,4,21,9,91,16
"867",2,1,40,0,12,3,91,16
"868",1,1,4,5,6,30,91,16
"869",7,1,33,0,18,7,91,16
"870",5,1,13,6,16,23,91,16
"871",3,0,4,2,21,2,91,16
"872",2,1,16,6,10,6,91,16
"873",3,1,7,2,11,9,91,16
"874",16,0,10,0,11,30,91,16
"875",9,1,32,1,14,7,91,16
"876",3,1,18,5,13,13,91,16
"877",14,1,44,4,9,30,91,16
"878",5,1,83,5,7,6,91,16
"879",4,0,4,3,7,19,91,16
"880",1,0,15,4,9,30,91,16
"881",1,1,12,2,13,24,91,16
"882",2,1,34,0,13,8,91,16
"883",5,0,6,5,10,3,91,16
"884",13,1,45,3,18,12,91,16
"885",15,1,11,3,12,7,91,16
"886",2,0,5,0,17,12,91,16
"887",4,0,7,0,16,3,91,16
"888",1,0,4,0,9,29,91,16
"889",13,0,6,6,8,30,91,16
"890",4,1,36,0,10,4,91,16
"891",2,1,7,3,6,7,91,16
"892",4,1,27,5,15,6,91,16
"893",3,0,6,3,18,30,91,16
"894",18,1,21,6,12,14,91,16
"895",1,1,50,0,19,4,91,16
"896",4,0,4,4,18,30,91,16
"897",12,1,11,5,10,30,91,16
"898",1,0,13,3,16,30,91,16
"899",12,1,12,0,18,7,91,16
"900",13,0,10,1,15,19,91,16
"901",2,1,36,2,12,1,91,16
"902",2,1,5,0,17,5,91,16
"903",4,1,19,6,10,10,91,16
"904",9,1,18,1,6,10,91,16
"905",4,1,7,1,12,9,91,16
"906",7,1,7,1,16,30,91,16
"907",1,1,22,0,0,20,91,16
"908",10,0,4,1,16,13,91,16
"909",4,1,9,0,8,7,91,16
"910",1,0,14,3,22,30,91,16
"911",3,1,12,0,13,8,91,16
"912",18,1,46,1,23,7,91,16
"913",2,1,14,0,18,7,91,16
"914",4,1,13,6,19,18,91,16
"915",4,1,23,6,11,7,91,16
"916",4,0,12,0,10,4,91,16
"917",22,1,11,0,10,18,91,16
"918",9,1,29,3,11,20,91,16
"919",6,1,8,1,13,11,91,16
"920",6,1,9,0,18,7,91,16
"921",7,0,26,5,9,6,91,16
"922",9,1,59,6,23,7,91,16
"923",5,1,11,3,13,6,91,16
"924",1,1,67,0,15,4,91,16
"925",1,1,8,0,12,8,91,16
"926",2,1,8,4,14,30,91,16
"927",2,1,15,4,19,30,91,16
"928",3,0,9,3,10,2,91,16
"929",2,1,52,6,14,9,91,16
"930",7,1,8,1,19,30,91,16
"931",1,1,5,2,13,30,91,16
"932",7,1,16,0,15,30,91,16
"933",4,1,6,3,15,10,91,16
"934",5,1,7,2,13,14,91,16
"935",1,0,9,2,20,11,91,16
"936",1,1,36,6,21,30,91,16
"937",6,0,5,5,15,30,75,17
"938",9,0,28,2,15,9,116,1
"939",3,0,33,2,13,30,116,1
"940",11,1,13,3,14,13,116,1
"941",3,0,4,5,15,30,116,1
"942",7,1,11,3,15,6,116,1
"943",22,0,6,6,18,19,116,1
"944",12,0,5,1,13,30,116,1
"945",16,1,9,6,14,1,116,1
"946",5,0,7,0,15,30,116,1
"947",3,1,5,3,19,17,116,1
"948",15,1,52,3,13,6,116,1
"949",9,1,7,6,11,5,116,1
"950",15,0,15,6,8,18,116,1
"951",28,1,6,4,18,26,116,1
"952",3,0,46,4,18,12,75,17
"953",6,1,9,3,19,9,120,16
"954",4,0,4,6,11,6,120,16
"955",7,0,8,0,11,1,61,19
"956",1,1,9,2,14,30,61,19
"957",3,1,49,0,23,3,61,19
"958",6,1,5,5,9,6,61,19
"959",4,1,21,6,8,30,61,19
"960",27,1,6,2,12,19,61,19
"961",4,0,18,1,20,15,133,11
"962",31,0,6,3,8,10,133,11
"963",16,0,9,6,18,30,20,11
"964",28,0,7,0,15,30,120,16
"965",3,0,12,3,17,9,120,16
"966",1,1,6,3,14,23,120,16
"967",3,1,22,5,16,6,120,16
"968",11,1,23,0,19,8,120,16
"969",3,1,6,1,16,4,120,16
"970",4,1,15,0,16,30,120,16
"971",17,1,25,0,16,9,120,16
"972",5,0,4,6,13,30,120,16
"973",4,0,4,1,16,30,120,16
"974",18,1,4,5,15,18,69,15
"975",13,0,10,4,13,21,83,4
"976",14,1,7,3,21,11,83,4
"977",23,1,19,4,9,8,83,4
"978",11,0,5,6,13,14,83,4
"979",8,0,12,6,16,30,53,16
"980",6,0,4,4,7,30,53,16
"981",30,0,6,2,21,2,27,5
"982",5,0,9,1,11,30,104,13
"983",19,0,8,1,19,30,104,13
"984",1,0,4,3,19,6,104,13
"985",2,1,18,4,11,30,104,13
"986",21,0,10,4,13,5,104,13
"987",9,0,6,6,16,30,104,13
"988",13,0,9,6,20,30,104,13
"989",4,0,4,5,12,30,104,13
"990",30,1,13,0,15,17,104,13
"991",9,1,22,2,16,6,94,7
"992",17,0,17,0,22,30,120,16
"993",10,1,34,5,20,13,120,16
"994",8,0,13,1,10,30,120,16
"995",10,0,46,6,13,9,100,21
"996",11,1,47,2,12,10,92,18
"997",16,0,10,4,16,12,17,13
"998",4,0,18,2,11,16,17,13
"999",10,0,4,3,7,30,17,13
"1000",2,0,13,2,11,12,114,17
"1001",3,0,7,2,13,30,114,17
"1002",1,1,14,1,9,25,114,17
"1003",3,0,4,0,18,30,114,17
"1004",2,0,6,4,9,20,114,17
"1005",4,1,15,6,17,4,37,1
"1006",1,1,11,0,10,18,37,1
"1007",5,1,4,0,16,30,68,10
"1008",3,0,9,1,7,30,72,13
"1009",10,1,11,3,14,7,17,13
"1010",12,1,21,1,12,16,21,16
"1011",10,0,23,0,19,8,21,16
"1012",1,0,28,6,14,30,21,16
"1013",3,0,6,1,18,30,21,16
"1014",8,1,9,0,14,30,43,3
"1015",1,1,4,3,16,18,43,3
"1016",7,0,11,3,10,30,43,3
"1017",7,0,11,6,14,18,43,3
"1018",8,0,5,3,15,7,31,7
"1019",4,1,55,0,21,12,31,7
"1020",4,0,17,3,16,6,31,7
"1021",9,0,6,5,16,20,114,17
"1022",3,1,5,1,16,30,114,17
"1023",4,0,4,2,14,30,124,5
"1024",15,0,6,5,17,18,52,1
"1025",3,1,23,3,7,14,74,17
"1026",4,0,6,6,21,15,74,17
"1027",6,1,19,1,10,30,67,20
"1028",22,1,24,6,16,9,51,13
"1029",3,0,9,0,7,2,51,13
"1030",3,1,18,4,21,5,51,13
"1031",3,1,40,6,18,6,51,13
"1032",5,0,23,6,23,7,51,13
"1033",19,0,9,6,10,14,51,13
"1034",2,0,8,6,21,30,51,13
"1035",9,0,8,6,15,28,51,13
"1036",10,1,24,0,14,15,51,13
"1037",5,0,19,1,14,21,51,13
"1038",6,0,14,0,16,11,51,13
"1039",7,0,6,5,12,30,51,13
"1040",19,0,22,2,14,20,51,13
"1041",9,1,12,2,16,19,51,13
"1042",2,0,20,0,14,26,51,13
"1043",1,0,5,6,13,29,51,13
"1044",4,1,38,2,20,0,1,20
"1045",9,1,10,6,16,0,1,20
"1046",4,1,12,5,14,30,1,20
"1047",14,1,13,6,17,30,1,20
"1048",9,1,7,6,19,7,1,20
"1049",8,1,4,2,15,16,1,20
"1050",26,1,12,2,16,21,1,20
"1051",12,1,13,6,12,2,24,4
"1052",4,0,4,4,9,30,28,5
"1053",3,0,5,3,15,11,10,17
"1054",6,0,5,2,19,30,83,4
"1055",2,1,6,0,14,30,83,4
"1056",4,0,16,1,15,30,83,4
"1057",10,1,49,4,7,7,83,4
"1058",2,0,4,2,16,30,83,4
"1059",6,1,9,5,12,30,83,4
"1060",1,0,48,0,16,6,83,4
"1061",25,0,19,2,15,30,83,4
"1062",9,1,8,6,14,6,83,4
"1063",7,1,36,0,17,18,83,4
"1064",4,1,20,6,15,8,83,4
"1065",4,1,8,0,15,19,83,4
"1066",2,1,28,4,16,8,83,4
"1067",8,1,20,0,15,2,83,4
"1068",4,0,17,4,16,3,83,4
"1069",4,0,5,6,16,18,83,4
"1070",7,0,7,4,14,6,83,4
"1071",9,1,21,1,15,7,83,4
"1072",7,0,7,0,12,30,83,4
"1073",5,0,26,0,13,12,83,4
"1074",9,1,21,0,18,14,83,4
"1075",7,1,13,0,13,14,83,4
"1076",13,1,13,4,6,9,83,4
"1077",28,1,25,2,19,30,83,4
"1078",1,0,6,2,8,29,101,17
"1079",2,1,5,3,14,10,121,14
"1080",4,1,4,5,16,30,121,14
"1081",2,1,9,0,10,30,121,14
"1082",7,1,13,3,20,15,121,14
"1083",5,1,8,5,8,30,121,14
"1084",21,1,55,3,8,7,51,13
"1085",1,1,18,0,12,22,37,1
"1086",13,1,26,0,11,13,4,9
"1087",3,1,47,0,16,4,4,9
"1088",15,1,14,6,9,30,131,9
"1089",5,0,6,0,13,30,28,5
"1090",1,1,39,3,9,20,28,5
"1091",1,0,12,6,9,10,75,17
"1092",11,0,6,4,19,22,75,17
"1093",9,0,5,4,12,3,75,17
"1094",3,0,40,4,11,6,75,17
"1095",8,1,7,3,19,20,75,17
"1096",8,1,8,0,15,30,96,20
"1097",7,1,26,2,13,6,96,20
"1098",7,1,6,1,10,30,96,20
"1099",2,1,4,6,19,30,96,20
"1100",16,1,19,0,19,14,96,20
"1101",2,1,29,0,16,5,96,20
"1102",25,0,12,0,21,10,96,20
"1103",4,1,18,0,17,7,63,9
"1104",29,0,12,0,7,2,100,21
"1105",1,1,16,6,11,12,107,19
"1106",20,1,8,6,9,13,21,16
"1107",1,1,5,6,12,30,34,1
"1108",8,1,28,6,14,30,34,1
"1109",14,0,5,6,10,30,34,1
"1110",13,0,6,0,16,30,69,15
"1111",12,1,32,1,14,11,69,15
"1112",20,1,14,2,13,12,69,15
"1113",26,1,14,0,10,10,69,15
"1114",4,0,6,0,0,1,61,19
"1115",5,1,30,0,11,16,45,19
"1116",2,1,10,3,15,10,55,11
"1117",11,0,6,2,13,30,91,16
"1118",6,1,45,2,8,15,91,16
"1119",3,0,13,2,22,25,91,16
"1120",24,0,34,5,20,13,88,13
"1121",1,1,5,2,13,5,66,6
"1122",14,0,8,0,15,20,9,9
"1123",7,0,4,6,18,30,9,9
"1124",7,0,12,2,16,19,69,15
"1125",19,1,6,6,18,29,69,15
"1126",18,0,22,2,9,3,69,15
"1127",11,0,4,2,18,6,69,15
"1128",1,1,22,4,17,11,69,15
"1129",25,0,7,6,20,9,131,9
"1130",3,0,7,3,14,30,131,9
"1131",5,1,21,0,16,30,131,9
"1132",1,0,9,1,15,29,131,9
"1133",17,0,5,6,12,8,131,9
"1134",7,1,6,6,20,30,131,9
"1135",5,0,16,5,12,5,131,9
"1136",13,0,5,1,16,30,131,9
"1137",7,1,4,0,13,30,77,7
"1138",2,0,8,3,17,30,77,7
"1139",3,1,6,5,14,6,77,7
"1140",5,1,5,6,14,8,77,7
"1141",2,1,7,6,17,30,77,7
"1142",7,1,58,0,23,5,36,16
"1143",18,1,12,0,19,30,36,16
"1144",23,1,56,6,11,7,36,16
"1145",4,0,5,2,19,28,36,16
"1146",5,0,8,4,9,30,36,16
"1147",9,1,6,1,17,9,36,16
"1148",3,1,28,4,13,11,36,16
"1149",7,1,9,2,17,30,36,16
"1150",26,1,8,3,13,30,36,16
"1151",2,1,14,4,22,5,36,16
"1152",5,0,13,6,19,18,36,16
"1153",12,0,18,1,15,30,36,16
"1154",4,1,4,0,16,12,36,16
"1155",8,0,4,5,11,17,36,16
"1156",8,1,10,1,15,26,36,16
"1157",3,1,6,5,16,0,36,16
"1158",12,1,4,6,17,12,36,16
"1159",4,0,4,0,13,30,36,16
"1160",6,1,85,0,16,2,36,16
"1161",2,1,23,0,18,5,36,16
"1162",2,0,11,4,16,26,36,16
"1163",4,1,5,3,9,30,36,16
"1164",16,0,7,5,11,30,36,16
"1165",12,0,7,3,22,19,36,16
"1166",16,1,15,0,18,0,36,16
"1167",2,0,7,2,15,14,36,16
"1168",48,0,8,0,12,30,36,16
"1169",11,0,4,5,16,3,36,16
"1170",6,0,7,1,20,30,36,16
"1171",12,1,4,1,16,21,36,16
"1172",9,1,32,2,10,7,36,16
"1173",18,1,24,1,22,10,36,16
"1174",1,1,9,4,14,26,36,16
"1175",3,1,25,0,18,17,36,16
"1176",33,1,23,6,22,7,36,16
"1177",2,0,14,4,18,30,36,16
"1178",9,1,11,1,15,30,36,16
"1179",20,0,8,4,14,4,128,3
"1180",6,1,5,1,8,14,128,3
"1181",16,1,6,0,14,7,115,7
"1182",8,0,4,6,10,30,115,7
"1183",2,1,21,4,11,7,115,7
"1184",21,0,43,4,15,21,67,20
"1185",3,1,57,3,14,2,67,20
"1186",17,0,8,2,16,15,67,20
"1187",2,0,15,4,13,16,67,20
"1188",5,0,9,6,11,26,112,3
"1189",6,1,5,6,11,30,112,3
"1190",15,1,25,3,17,13,38,1
"1191",24,0,6,6,18,29,4,9
"1192",4,0,6,3,15,3,4,9
"1193",6,1,8,3,16,2,4,9
"1194",18,0,4,0,13,30,4,9
"1195",6,0,11,2,13,16,4,9
"1196",11,0,8,4,11,28,4,9
"1197",20,1,32,4,16,4,4,9
"1198",6,1,8,2,9,19,69,15
"1199",2,0,7,0,16,25,69,15
"1200",3,0,22,2,19,10,69,15
"1201",8,1,10,4,15,30,78,19
"1202",9,1,5,5,15,13,121,14
"1203",6,0,15,1,9,30,121,14
"1204",2,1,4,5,11,4,121,14
"1205",2,1,17,2,15,14,121,14
"1206",7,1,12,1,16,18,121,14
"1207",9,1,21,2,16,28,121,14
"1208",4,1,36,3,11,12,121,14
"1209",14,0,14,1,18,15,121,14
"1210",4,0,4,1,14,6,121,14
"1211",1,0,8,6,15,15,122,12
"1212",2,1,12,3,16,30,77,7
"1213",1,1,5,3,0,30,77,7
"1214",2,1,6,4,13,30,77,7
"1215",1,0,31,0,9,30,77,7
"1216",13,0,5,2,16,30,130,14
"1217",10,1,12,1,6,30,9,9
"1218",9,0,6,0,9,8,59,15
"1219",5,1,5,2,14,30,26,7
"1220",17,1,4,3,10,0,114,17
"1221",18,1,28,1,19,13,114,17
"1222",5,1,16,3,19,0,40,8
"1223",6,1,10,3,17,30,40,8
"1224",8,1,13,0,13,14,40,8
"1225",5,0,4,0,20,24,23,19
"1226",13,0,6,3,11,30,23,19
"1227",20,0,13,6,23,30,23,19
"1228",3,0,9,0,9,13,22,11
"1229",9,0,11,6,14,17,22,11
"1230",8,1,6,0,14,14,96,20
"1231",4,1,10,6,19,17,129,1
"1232",7,1,4,0,15,30,91,16
"1233",5,0,9,1,19,19,91,16
"1234",11,0,17,6,20,30,72,13
"1235",9,0,34,2,15,19,72,13
"1236",13,1,10,5,9,13,79,1
"1237",22,0,9,0,21,6,79,1
"1238",34,0,9,2,15,30,79,1
"1239",1,1,7,1,17,30,79,1
"1240",23,1,13,1,18,30,79,1
"1241",2,1,47,2,12,10,92,18
"1242",16,1,7,1,14,30,92,18
"1243",17,0,18,1,15,30,17,13
"1244",8,0,5,1,16,30,17,13
"1245",10,0,12,2,8,1,21,16
"1246",13,0,17,0,22,30,107,19
"1247",6,0,4,3,13,7,37,1
"1248",5,0,5,0,19,14,78,19
"1249",3,1,4,4,10,15,78,19
"1250",2,1,6,3,17,30,78,19
"1251",4,0,7,1,12,14,90,7
"1252",21,1,5,0,10,28,30,6
"1253",5,1,7,4,18,25,30,6
"1254",13,1,15,0,14,30,30,6
"1255",3,0,10,3,13,30,100,21
"1256",1,1,7,6,17,2,100,21
"1257",5,1,27,0,1,14,21,16
"1258",3,1,11,3,15,15,4,9
"1259",30,0,10,5,17,26,117,19
"1260",11,0,43,4,2,4,117,19
"1261",15,0,5,2,13,30,31,7
"1262",2,0,32,2,17,16,31,7
"1263",7,0,8,0,10,30,31,7
"1264",2,1,27,4,22,7,112,3
"1265",13,1,37,5,19,17,112,3
"1266",16,0,22,1,11,10,21,16
"1267",1,1,69,6,23,7,21,16
"1268",33,1,11,2,6,8,21,16
"1269",25,0,23,0,16,1,21,16
"1270",2,1,10,0,15,29,21,16
"1271",3,1,17,5,8,23,21,16
"1272",37,1,12,2,22,14,21,16
"1273",12,1,7,2,15,30,21,16
"1274",24,1,41,2,18,8,21,16
"1275",8,0,4,5,21,30,21,16
"1276",7,0,78,4,6,4,21,16
"1277",11,1,22,2,16,6,21,16
"1278",5,0,10,2,16,30,21,16
"1279",16,1,36,5,11,12,21,16
"1280",5,1,33,2,15,6,21,16
"1281",29,1,6,1,16,30,21,16
"1282",18,0,8,4,15,23,21,16
"1283",7,1,4,2,13,30,21,16
"1284",10,1,53,0,11,11,21,16
"1285",2,1,13,5,16,30,21,16
"1286",4,1,27,1,7,28,21,16
"1287",6,1,39,6,8,6,21,16
"1288",8,1,20,3,8,30,21,16
"1289",8,1,10,0,21,23,21,16
"1290",13,0,10,6,12,17,21,16
"1291",4,1,23,2,13,8,21,16
"1292",2,0,4,0,16,30,21,16
"1293",8,0,4,6,17,30,21,16
"1294",5,0,5,0,15,10,21,16
"1295",8,1,13,0,9,8,21,16
"1296",5,0,24,1,17,28,83,4
"1297",9,1,10,3,7,12,64,7
"1298",18,0,48,5,10,7,64,7
"1299",4,0,4,2,14,4,59,15
"1300",37,1,41,3,8,14,59,15
"1301",4,0,12,2,15,2,59,15
"1302",16,0,6,6,10,5,59,15
"1303",12,1,12,0,7,2,59,15
"1304",8,0,8,3,9,5,59,15
"1305",12,1,10,6,19,6,59,15
"1306",33,0,9,0,13,30,59,15
"1307",7,0,4,0,15,28,59,15
"1308",10,1,18,6,18,30,53,16
"1309",10,0,44,6,18,6,66,6
"1310",34,0,24,6,16,9,66,6
"1311",2,0,11,1,13,30,66,6
"1312",3,1,12,2,21,9,65,11
"1313",4,0,11,2,19,9,110,13
"1314",5,1,17,0,15,30,13,20
"1315",21,0,4,0,13,30,72,13
"1316",10,1,15,1,13,12,72,13
"1317",7,1,10,0,21,30,72,13
"1318",8,1,4,0,17,22,57,14
"1319",3,1,7,1,10,30,57,14
"1320",23,0,16,5,17,15,57,14
"1321",7,0,7,3,9,30,57,14
"1322",6,0,7,2,9,8,57,14
"1323",7,0,4,0,13,30,57,14
"1324",6,0,4,4,14,8,57,14
"1325",4,1,27,5,13,11,57,14
"1326",9,0,9,1,15,29,57,14
"1327",12,1,4,3,10,0,57,14
"1328",2,0,26,2,10,7,57,14
"1329",4,1,6,0,21,30,57,14
"1330",9,1,11,0,18,0,88,13
"1331",4,1,26,5,9,6,88,13
"1332",8,0,5,3,22,30,88,13
"1333",13,0,6,3,15,10,88,13
"1334",15,1,9,1,12,0,88,13
"1335",2,1,5,6,13,14,34,1
"1336",33,1,22,2,16,12,93,3
"1337",7,1,10,0,15,22,93,3
"1338",6,0,4,4,12,30,28,5
"1339",12,0,15,6,10,14,51,13
"1340",4,0,7,6,19,30,41,8
"1341",3,0,16,0,8,30,21,16
"1342",8,1,5,1,16,30,21,16
"1343",7,0,4,3,19,17,21,16
"1344",3,1,39,6,8,4,66,6
"1345",3,0,11,0,15,14,123,4
"1346",2,0,4,5,21,30,54,17
"1347",14,0,6,6,14,30,54,17
"1348",4,1,11,5,10,11,54,17
"1349",6,1,9,2,14,22,54,17
"1350",13,0,8,4,10,3,54,17
"1351",2,0,5,4,10,21,54,17
"1352",14,0,20,4,8,16,54,17
"1353",3,1,10,2,16,16,123,4
"1354",10,0,5,2,13,20,92,18
"1355",1,1,5,5,13,30,8,3
"1356",6,0,6,0,13,30,84,16
"1357",2,1,26,0,19,5,84,16
"1358",1,1,5,5,19,12,84,16
"1359",4,0,5,2,13,20,84,16
"1360",1,1,12,4,12,16,84,16
"1361",4,0,25,5,14,30,84,16
"1362",2,0,15,0,14,30,25,11
"1363",8,0,9,5,13,24,25,11
"1364",21,0,6,0,12,30,25,11
"1365",3,0,49,6,11,7,114,17
"1366",17,0,20,4,8,16,114,17
"1367",7,1,23,0,14,28,114,17
"1368",7,1,9,4,18,30,114,17
"1369",10,1,7,2,12,30,114,17
"1370",6,0,9,3,14,3,104,13
"1371",43,0,37,5,13,11,104,13
"1372",7,0,5,6,10,30,104,13
"1373",9,0,4,6,11,14,104,13
"1374",8,0,4,4,18,6,104,13
"1375",12,0,60,6,23,7,104,13
"1376",2,1,10,3,15,6,112,3
"1377",15,0,14,2,14,9,81,15
"1378",3,0,24,4,16,30,81,15
"1379",10,1,7,4,15,13,81,15
"1380",8,1,27,1,8,15,81,15
"1381",6,0,4,1,10,7,81,15
"1382",10,0,7,2,14,30,81,15
"1383",5,1,9,0,14,2,81,15
"1384",2,1,24,0,12,11,81,15
"1385",8,0,4,1,14,6,81,15
"1386",2,1,4,6,7,30,81,15
"1387",6,1,4,4,17,30,81,15
"1388",12,0,5,1,9,8,81,15
"1389",1,1,78,3,16,4,81,15
"1390",2,1,23,5,9,3,81,15
"1391",9,1,28,0,11,8,81,15
"1392",4,0,5,2,21,30,81,15
"1393",26,0,8,0,10,30,81,15
"1394",19,0,4,0,9,14,81,15
"1395",12,1,33,0,15,7,81,15
"1396",18,1,27,1,7,28,81,15
"1397",3,0,4,1,13,30,81,15
"1398",8,0,10,2,16,30,81,15
"1399",8,1,15,4,23,20,81,15
"1400",2,0,5,2,12,30,81,15
"1401",10,0,5,2,12,30,81,15
"1402",3,1,4,1,19,8,81,15
"1403",4,1,11,1,12,16,81,15
"1404",5,0,8,1,19,8,81,15
"1405",4,1,9,3,23,23,81,15
"1406",19,1,48,5,21,7,81,15
"1407",5,0,9,1,11,8,81,15
"1408",4,1,10,6,10,25,81,15
"1409",10,1,17,2,9,13,81,15
"1410",7,0,6,5,11,30,81,15
"1411",37,1,12,1,16,18,81,15
"1412",8,0,11,1,14,30,81,15
"1413",11,0,19,5,12,10,81,15
"1414",1,1,12,3,0,30,81,15
"1415",5,1,27,1,18,11,81,15
"1416",13,0,5,0,18,6,81,15
"1417",6,0,4,2,22,30,81,15
"1418",14,1,100,4,10,0,81,15
"1419",5,1,6,2,14,17,81,15
"1420",22,0,7,4,7,30,81,15
"1421",2,0,7,0,14,13,81,15
"1422",2,1,25,2,13,8,81,15
"1423",8,1,5,5,10,30,81,15
"1424",2,1,10,0,12,4,81,15
"1425",14,1,26,2,0,23,81,15
"1426",9,0,11,2,13,16,81,15
"1427",4,0,17,0,10,19,81,15
"1428",5,1,10,3,13,20,81,15
"1429",1,0,22,4,16,24,81,15
"1430",23,0,9,0,13,30,81,15
"1431",5,0,24,1,12,25,81,15
"1432",45,0,8,0,12,30,81,15
"1433",8,0,4,0,14,10,81,15
"1434",21,0,9,6,14,1,81,15
"1435",3,1,100,0,13,2,81,15
"1436",10,1,4,5,15,18,81,15
"1437",17,0,16,5,18,30,120,16
"1438",30,0,4,1,16,14,89,13
"1439",10,0,11,0,16,22,21,16
"1440",1,0,4,2,11,30,106,12
"1441",1,1,38,5,10,9,106,12
